LJ014-0103|beneath them was a layer of fresh mortar, beneath that a lot of loose earth, amongst which a stocking was turned up, and presently a human toe.|beneath them was a layer of fresh mortar, beneath that a lot of loose earth, amongst which a stocking was turned up, and presently a human toe.
LJ026-0089|poor in energy or devoid of it, and out of them to manufacture food -- i.e. complex compounds rich in available potential energy.|poor in energy or devoid of it, and out of them to manufacture food -- i.e. complex compounds rich in available potential energy.
LJ040-0031|who were accorded special privileges and who he thought were betraying communism, and he spoke well of the United States.|who were accorded special privileges and who he thought were betraying communism, and he spoke well of the United States.
LJ049-0214|duplication, and confusion of authority where more than one agency is operating in the same field; but on the other hand|duplication, and confusion of authority where more than one agency is operating in the same field; but on the other hand
LJ009-0241|They were taken back to jail, and were again brought out in the afternoon, by which time fresh and stronger ropes had been procured,|They were taken back to jail, and were again brought out in the afternoon, by which time fresh and stronger ropes had been procured,
LJ012-0164|No murder has created greater sensation and horror throughout England than that of Mr. Weare by Thurtell, Hunt, and Probert.|No murder has created greater sensation and horror throughout England than that of Mr. Weare by Thurtell, Hunt, and Probert.
LJ014-0306|These had been attributed to political action; some thought that the large purchases in foreign grains, effected at losing prices,|These had been attributed to political action; some thought that the large purchases in foreign grains, effected at losing prices,
LJ041-0013|Another time, he fought with two brothers who claimed that he had picked on the younger of them, 3 years Oswald's junior.|Another time, he fought with two brothers who claimed that he had picked on the younger of them, three years Oswald's junior.
LJ041-0169|and on how angry it made him, to which Thornley replied, quote, Well, comes the revolution you will change all that, end quote.|and on how angry it made him, to which Thornley replied, quote, Well, comes the revolution you will change all that, end quote.
LJ045-0142|He may have felt he could never tell when the FBI was going to appear on the scene or who else was going to find out about his defection|He may have felt he could never tell when the FBI was going to appear on the scene or who else was going to find out about his defection
LJ005-0205|At Eye, in Suffolk, the jail was part of the poor-house; so it was at Richmond, in Yorkshire, where the master of the workhouse was also keeper of the jail.|At Eye, in Suffolk, the jail was part of the poor-house; so it was at Richmond, in Yorkshire, where the master of the workhouse was also keeper of the jail.
LJ017-0144|There was no convincing proof that the accused had administered the poison, although beyond question that poison had occasioned the death.|There was no convincing proof that the accused had administered the poison, although beyond question that poison had occasioned the death.
LJ037-0125|As Oswald ran south on Patton Avenue toward Jefferson Boulevard he was moving in the direction of a used-car lot|As Oswald ran south on Patton Avenue toward Jefferson Boulevard he was moving in the direction of a used-car lot
LJ003-0144|the wards being furnished with barrack bedsteads, upon which each prisoner had the regulation allowance of sleeping room|the wards being furnished with barrack bedsteads, upon which each prisoner had the regulation allowance of sleeping room
LJ003-0325|The feelings of the condemned prisoners should no longer be outraged by their exposure in the chapel, and the chapel should be rearranged,|The feelings of the condemned prisoners should no longer be outraged by their exposure in the chapel, and the chapel should be rearranged,
